/home/ccyuan/Project/KG_cash/datasets/complex-web-questions-dataset/ComplexWebQuestions_train.json: +10,215 entities
/home/ccyuan/Project/KG_cash/datasets/complex-web-questions-dataset/ComplexWebQuestions_dev.json: +845 entities
/home/ccyuan/Project/KG_cash/datasets/complex-web-questions-dataset/ComplexWebQuestions_test.json: +780 entities
total CWQ entities: 11,840
read=1,000,000 kept=52,644
 *                         WebQSP_FilterFreebase: 88% /3.127Gi, 28.239Mi/s, 13sTransferred:   	    2.766 GiB / 3.127 GiB, 88%, 28.475 MiB/s, ETA 12s
Transferred:            0 / 1, 0%
Elapsed time:      1m39.9s
Transferring:
 *                         WebQSP_FilterFreebase: 88% /3.127Gi, 28.475Mi/s, 12sTransferred:   	    2.781 GiB / 3.127 GiB, 89%, 28.475 MiB/s, ETA 12s
Transferred:            0 / 1, 0%
Elapsed time:      1m40.4s
Transferring:
 *                         WebQSP_FilterFreebase: 88% /3.127Gi, 28.475Mi/s, 12sTransferred:   	    2.797 GiB / 3.127 GiB, 89%, 28.541 MiB/s, ETA 11s
Transferred:            0 / 1, 0%
Elapsed time:      1m40.9s
Transferring:
 *                         WebQSP_FilterFreebase: 89% /3.127Gi, 28.541Mi/s, 11sTransferred:   	    2.811 GiB / 3.127 GiB, 90%, 28.541 MiB/s, ETA 11s
Transferred:            0 / 1, 0%
Elapsed time:      1m41.4s
Transferring:
 *                         WebQSP_FilterFreebase: 89% /3.127Gi, 28.541Mi/s, 11sTransferred:   	    2.826 GiB / 3.127 GiB, 90%, 28.412 MiB/s, ETA 10s
Transferred:            0 / 1, 0%
Elapsed time:      1m41.9s
Transferring:
 *                         WebQSP_FilterFreebase: 90% /3.127Gi, 28.412Mi/s, 10sTransferred:   	    2.836 GiB / 3.127 GiB, 91%, 28.412 MiB/s, ETA 10s
Transferred:            0 / 1, 0%
Elapsed time:      1m42.4s
Transferring:
 *                         WebQSP_FilterFreebase: 90% /3.127Gi, 28.412Mi/s, 10sTransferred:   	    2.852 GiB / 3.127 GiB, 91%, 28.613 MiB/s, ETA 9s
Transferred:            0 / 1, 0%
Elapsed time:      1m42.9s
Transferring:
 *                         WebQSP_FilterFreebase: 91% /3.127Gi, 28.613Mi/s, 9sTransferred:   	    2.867 GiB / 3.127 GiB, 92%, 28.613 MiB/s, ETA 9s
Transferred:            0 / 1, 0%
Elapsed time:      1m43.4s
Transferring:
 *                         WebQSP_FilterFreebase: 91% /3.127Gi, 28.613Mi/s, 9sTransferred:   	    2.880 GiB / 3.127 GiB, 92%, 28.347 MiB/s, ETA 8s
Transferred:            0 / 1, 0%
Elapsed time:      1m43.9s
Transferring:
 *                         WebQSP_FilterFreebase: 92% /3.127Gi, 28.347Mi/s, 8sTransferred:   	    2.895 GiB / 3.127 GiB, 93%, 28.347 MiB/s, ETA 8s
Transferred:            0 / 1, 0%
Elapsed time:      1m44.4s
Transferring:
 *                         WebQSP_FilterFreebase: 92% /3.127Gi, 28.347Mi/s, 8sTransferred:   	    2.906 GiB / 3.127 GiB, 93%, 28.576 MiB/s, ETA 7s
Transferred:            0 / 1, 0%
Elapsed time:      1m44.9s
Transferring:
 *                         WebQSP_FilterFreebase: 92% /3.127Gi, 28.576Mi/s, 7sTransferred:   	    2.922 GiB / 3.127 GiB, 93%, 28.576 MiB/s, ETA 7s
Transferred:            0 / 1, 0%
Elapsed time:      1m45.4s
Transferring:
 *                         WebQSP_FilterFreebase: 93% /3.127Gi, 28.576Mi/s, 7sTransferred:   	    2.938 GiB / 3.127 GiB, 94%, 28.650 MiB/s, ETA 6s
Transferred:            0 / 1, 0%
Elapsed time:      1m45.9s
Transferring:
 *                         WebQSP_FilterFreebase: 93% /3.127Gi, 28.650Mi/s, 6sTransferred:   	    2.952 GiB / 3.127 GiB, 94%, 28.650 MiB/s, ETA 6s
Transferred:            0 / 1, 0%
Elapsed time:      1m46.4s
Transferring:
 *                         WebQSP_FilterFreebase: 94% /3.127Gi, 28.650Mi/s, 6sTransferred:   	    2.965 GiB / 3.127 GiB, 95%, 28.500 MiB/s, ETA 5s
Transferred:            0 / 1, 0%
Elapsed time:      1m46.9s
Transferring:
 *                         WebQSP_FilterFreebase: 94% /3.127Gi, 28.500Mi/s, 5sTransferred:   	    2.977 GiB / 3.127 GiB, 95%, 28.500 MiB/s, ETA 5s
Transferred:            0 / 1, 0%
Elapsed time:      1m47.4s
Transferring:
 *                         WebQSP_FilterFreebase: 95% /3.127Gi, 28.500Mi/s, 5sTransferred:   	    2.992 GiB / 3.127 GiB, 96%, 28.670 MiB/s, ETA 4s
Transferred:            0 / 1, 0%
Elapsed time:      1m47.9s
Transferring:
 *                         WebQSP_FilterFreebase: 95% /3.127Gi, 28.670Mi/s, 4sTransferred:   	    3.008 GiB / 3.127 GiB, 96%, 28.670 MiB/s, ETA 4s
Transferred:            0 / 1, 0%
Elapsed time:      1m48.4s
Transferring:
 *                         WebQSP_FilterFreebase: 96% /3.127Gi, 28.670Mi/s, 4sTransferred:   	    3.023 GiB / 3.127 GiB, 97%, 28.677 MiB/s, ETA 3s
Transferred:            0 / 1, 0%
Elapsed time:      1m48.9s
Transferring:
 *                         WebQSP_FilterFreebase: 96% /3.127Gi, 28.675Mi/s, 3sTransferred:   	    3.035 GiB / 3.127 GiB, 97%, 28.677 MiB/s, ETA 3s
Transferred:            0 / 1, 0%
Elapsed time:      1m49.4s
Transferring:
 *                         WebQSP_FilterFreebase: 97% /3.127Gi, 28.675Mi/s, 3sTransferred:   	    3.047 GiB / 3.127 GiB, 97%, 28.634 MiB/s, ETA 2s
Transferred:            0 / 1, 0%
Elapsed time:      1m49.9s
Transferring:
 *                         WebQSP_FilterFreebase: 97% /3.127Gi, 28.634Mi/s, 2sTransferred:   	    3.062 GiB / 3.127 GiB, 98%, 28.634 MiB/s, ETA 2s
Transferred:            0 / 1, 0%
Elapsed time:      1m50.4s
Transferring:
 *                         WebQSP_FilterFreebase: 97% /3.127Gi, 28.634Mi/s, 2sTransferred:   	    3.076 GiB / 3.127 GiB, 98%, 28.595 MiB/s, ETA 1s
Transferred:            0 / 1, 0%
Elapsed time:      1m50.9s
Transferring:
 *                         WebQSP_FilterFreebase: 98% /3.127Gi, 28.595Mi/s, 1sTransferred:   	    3.090 GiB / 3.127 GiB, 99%, 28.595 MiB/s, ETA 1s
Transferred:            0 / 1, 0%
Elapsed time:      1m51.4s
Transferring:
 *                         WebQSP_FilterFreebase: 98% /3.127Gi, 28.595Mi/s, 1sTransferred:   	    3.102 GiB / 3.127 GiB, 99%, 28.557 MiB/s, ETA 0s
Transferred:            0 / 1, 0%
Elapsed time:      1m51.9s
Transferring:
 *                         WebQSP_FilterFreebase: 99% /3.127Gi, 28.557Mi/s, 0sTransferred:   	    3.117 GiB / 3.127 GiB, 100%, 28.557 MiB/s, ETA 0s
Transferred:            0 / 1, 0%
Elapsed time:      1m52.4s
Transferring:
 *                         WebQSP_FilterFreebase: 99% /3.127Gi, 28.557Mi/s, 0sTransferred:   	    3.127 GiB / 3.127 GiB, 100%, 28.522 MiB/s, ETA 0s
Transferred:            0 / 1, 0%
Elapsed time:      1m52.9s
Transferring:
 *                         WebQSP_FilterFreebase:100% /3.127Gi, 28.523Mi/s, 0sTransferred:   	    3.127 GiB / 3.127 GiB, 100%, 28.522 MiB/s, ETA 0s
Transferred:            0 / 1, 0%
Elapsed time:      1m53.4s
Transferring:
 *                         WebQSP_FilterFreebase:100% /3.127Gi, 28.523Mi/s, 0sTransferred:   	    3.127 GiB / 3.127 GiB, 100%, 27.120 MiB/s, ETA 0s
Transferred:            0 / 1, 0%
Elapsed time:      1m53.9s
Transferring:
 *                         WebQSP_FilterFreebase:100% /3.127Gi, 27.120Mi/s, 0sTransferred:   	    3.127 GiB / 3.127 GiB, 100%, 27.120 MiB/s, ETA 0s
Transferred:            1 / 1, 100%
Elapsed time:      1m54.0s
